jd_night,sindex
2446510.5,0.1672
2446511.5,0.169
2446511.5,0.1673
2446512.5,0.1674
2446514.5,0.1668
2446515.5,0.1689
2446519.5,0.172
2446520.5,0.173
2446524.5,0.1693
2446529.5,0.1629
2446530.5,0.1648
2446531.5,0.1637
2446532.5,0.1632
2446533.5,0.1623
2446534.5,0.1629
2446540.5,0.1658
2446541.5,0.1705
2446541.5,0.1689
2446542.5,0.1698
2446542.5,0.1698
2446543.5,0.1705
2446543.5,0.1685
2446544.5,0.1683
2446547.5,0.1693
2446550.5,0.1664
2446551.5,0.1674
2446553.5,0.1678
2446555.5,0.1659
2446556.5,0.1649
2446557.5,0.1681
2446557.5,0.1662
2446558.5,0.1672
2446558.5,0.1667
2446559.5,0.1683
2446559.5,0.166
2446560.5,0.1677
2446561.5,0.1637
2446564.5,0.1669
2446565.5,0.1665
2446585.5,0.1643
2446586.5,0.1664
2446588.5,0.1675
2446590.5,0.166
2446591.5,0.1667
2446592.5,0.1683
2446592.5,0.1669
2446593.5,0.169
2446595.5,0.169
2446595.5,0.1676
2446596.5,0.1686
2446601.5,0.1668
2446602.5,0.1672
2446621.5,0.1696
2446623.5,0.1675
2446624.5,0.1696
2446630.5,0.1705
2446634.5,0.1704
2446635.5,0.1676
2446641.5,0.1727
2446642.5,0.17
2446643.5,0.1719
2446644.5,0.1649
2446655.5,0.1666
2446656.5,0.167
2446658.5,0.1688
2446659.5,0.1699
2446660.5,0.1675
2446660.5,0.1699
2446661.5,0.1701
2446662.5,0.1633
2446663.5,0.1661
2446664.5,0.1674
2446678.5,0.1674
2446679.5,0.1677
2446680.5,0.1656
2446682.5,0.1683
2446684.5,0.1681
2446684.5,0.1631
2446685.5,0.1655
2446692.5,0.1654
2446693.5,0.167
2446694.5,0.1665
2446697.5,0.1668
2446698.5,0.1683
2446699.5,0.1639
2446716.5,0.1649
2446718.5,0.1625
2446723.5,0.1702
2446723.5,0.1724
2446724.5,0.1716
2446724.5,0.1737
2446725.5,0.1745
2446726.5,0.1728
2446728.5,0.1745
2446729.5,0.1731
2446730.5,0.172
2446731.5,0.1709
2446733.5,0.1718
2446734.5,0.1693
2446739.5,0.1693
2446742.5,0.1644
2446744.5,0.1679
2446745.5,0.1679
2446747.5,0.1688
2446753.5,0.167
2446754.5,0.1697
2446756.5,0.1733
2446758.5,0.1718
2446759.5,0.1704
2446761.5,0.1685
2446762.5,0.1724
2446763.5,0.1703
2446764.5,0.1662
2446765.5,0.1679
2446766.5,0.1673
2446767.5,0.1675
2446768.5,0.1643
2446775.5,0.1691
2446776.5,0.1663
2446777.5,0.1677
2446778.5,0.1684
2446783.5,0.169
2446783.5,0.1652
2446787.5,0.1686
2446791.5,0.1693
2446793.5,0.1654
2446794.5,0.1635
2446798.5,0.1671
2446799.5,0.1679
2446800.5,0.1687
2446802.5,0.1683
2446802.5,0.1686
2446816.5,0.1684
2446817.5,0.1692
2446819.5,0.1677
2446820.5,0.1696
2446821.5,0.1685
2446822.5,0.1664
2446824.5,0.1679
2446825.5,0.163
2446828.5,0.1673
2446829.5,0.1681
2446829.5,0.1669
2446830.5,0.1634
2446831.5,0.1679
2446831.5,0.1665
2446832.5,0.1674
2446848.5,0.168
2446849.5,0.1672
2446854.5,0.1691
2446855.5,0.169
2446856.5,0.1683
2446857.5,0.1681
2446857.5,0.1708
2446858.5,0.1693
2446858.5,0.1704
2446859.5,0.1703
2446862.5,0.1672
2446865.5,0.1677
2446866.5,0.1671
2446867.5,0.1651
2446868.5,0.1684
2446869.5,0.1677
2446871.5,0.1683
2446872.5,0.1673
2446874.5,0.1681
2446876.5,0.167
2446877.5,0.168
2446881.5,0.167
2446882.5,0.1683
2446884.5,0.1665
2446885.5,0.1658
2446893.5,0.1712
2446894.5,0.1721
2446894.5,0.1693
2446895.5,0.1692
2446896.5,0.1686
2446899.5,0.1745
2446901.5,0.1715
2446902.5,0.1713
2446903.5,0.1688
2446905.5,0.1706
2446908.5,0.1669
2446912.5,0.1696
2446913.5,0.1696
2446915.5,0.1683
2446916.5,0.1704
2446917.5,0.1688
2446918.5,0.1688
2446919.5,0.1702
2446919.5,0.1657
2446920.5,0.1709
2446921.5,0.1716
2446923.5,0.172
2446924.5,0.1751
2446925.5,0.1736
2446931.5,0.1704
2446932.5,0.1713
2446935.5,0.1746
2446936.5,0.1725
2446937.5,0.173
2446940.5,0.1732
2446941.5,0.1677
2446942.5,0.1675
2446943.5,0.168
2446944.5,0.1678
2446945.5,0.1684
2446946.5,0.1672
2446947.5,0.1692
2446948.5,0.1695
2446948.5,0.1654
2446949.5,0.1663
2446950.5,0.1695
2446950.5,0.1675
2446951.5,0.1706
2446955.5,0.1693
2446956.5,0.1699
2446957.5,0.1723
2446958.5,0.1692
2446959.5,0.1729
2446960.5,0.1715
2446961.5,0.173
2446962.5,0.1699
2446963.5,0.1749
2446964.5,0.1677
2446965.5,0.1731
2446966.5,0.1722
2446967.5,0.1698
2446968.5,0.1722
2446969.5,0.1704
2446979.5,0.1717
2446980.5,0.1671
2446981.5,0.1666
2446982.5,0.1702
2446983.5,0.17
2446983.5,0.1668
2446984.5,0.169
2446984.5,0.1664
2446985.5,0.1695
2446985.5,0.1671
2446986.5,0.1698
2446986.5,0.17
2446987.5,0.171
2446988.5,0.1713
2446989.5,0.1705
2446991.5,0.1694
2446993.5,0.1735
2446994.5,0.1709
2446998.5,0.1762
2446999.5,0.1785
2447000.5,0.1751
2447002.5,0.1749
2447007.5,0.1695
2447008.5,0.169
2447014.5,0.1702
2447021.5,0.1704
2447022.5,0.1694
2447023.5,0.1684
2447024.5,0.1701
2447027.5,0.1735
2447028.5,0.1747
2447037.5,0.1703
2447038.5,0.1714
2447039.5,0.1731
2447040.5,0.1712
2447045.5,0.1724
2447046.5,0.1721
2447047.5,0.1724
2447047.5,0.169
2447048.5,0.1747
2447048.5,0.1726
2447049.5,0.1725
2447050.5,0.1717
2447051.5,0.1737
2447053.5,0.17
2447054.5,0.1689
2447069.5,0.1698
2447070.5,0.1704
2447071.5,0.1698
2447072.5,0.1727
2447073.5,0.1785
2447074.5,0.1731
2447074.5,0.1766
2447075.5,0.1726
2447075.5,0.1782
2447076.5,0.1731
2447076.5,0.1758
2447077.5,0.1757
2447078.5,0.1684
2447080.5,0.1715
2447088.5,0.1742
2447089.5,0.1739
2447093.5,0.1716
2447094.5,0.174
2447095.5,0.1747
2447098.5,0.1782
2447102.5,0.1759
2447102.5,0.1751
2447106.5,0.1748
2447107.5,0.1752
2447108.5,0.1684
2447109.5,0.1737
2447110.5,0.1732
2447111.5,0.1764
2447112.5,0.1718
2447113.5,0.1756
2447115.5,0.1757
2447117.5,0.1729
2447118.5,0.1745
2447119.5,0.1746
2447120.5,0.1692
2447121.5,0.1734
2447124.5,0.1763
2447125.5,0.174
2447126.5,0.1749
2447127.5,0.1774
2447129.5,0.1723
2447130.5,0.1725
2447131.5,0.1735
2447131.5,0.1735
2447132.5,0.1728
2447132.5,0.1732
2447135.5,0.1731
2447136.5,0.1707
2447140.5,0.1679
2447144.5,0.1672
2447150.5,0.1837
2447151.5,0.1722
2447152.5,0.1699
2447153.5,0.1721
2447157.5,0.1713
2447158.5,0.1716
2447159.5,0.1716
2447160.5,0.1753
2447168.5,0.1752
2447172.5,0.1714
2447173.5,0.1712
2447174.5,0.1744
2447175.5,0.1723
2447182.5,0.1702
2447183.5,0.1706
2447184.5,0.1693
2447185.5,0.1701
2447186.5,0.1702
2447191.5,0.1741
2447198.5,0.1743
2447199.5,0.1761
2447199.5,0.1768
2447200.5,0.1738
2447201.5,0.1705
2447202.5,0.1731
2447203.5,0.1718
2447204.5,0.1678
2447205.5,0.1779
2447209.5,0.1763
2447211.5,0.1749
2447212.5,0.1791
2447213.5,0.1766
2447214.5,0.1716
2447215.5,0.1733
2447216.5,0.1708
2447217.5,0.1701
2447218.5,0.1703
2447219.5,0.1744
2447220.5,0.1779
2447221.5,0.178
2447222.5,0.1759
2447224.5,0.1773
2447224.5,0.1792
2447227.5,0.1769
2447228.5,0.1758
2447229.5,0.1727
2447230.5,0.1705
2447231.5,0.1709
2447232.5,0.1738
2447233.5,0.1729
2447234.5,0.1772
2447235.5,0.1734
2447236.5,0.1715
2447237.5,0.177
2447238.5,0.1764
2447239.5,0.1746
2447240.5,0.1797
2447241.5,0.1775
2447242.5,0.1748
2447243.5,0.1774
2447244.5,0.1755
2447245.5,0.1744
2447246.5,0.1759
2447248.5,0.1795
2447249.5,0.1786
2447250.5,0.1799
2447250.5,0.1785
2447251.5,0.1787
2447252.5,0.1799
2447253.5,0.1741
2447255.5,0.1804
2447256.5,0.1759
2447256.5,0.1767
2447257.5,0.1773
2447258.5,0.1757
2447258.5,0.1789
2447259.5,0.1794
2447260.5,0.1798
2447262.5,0.1814
2447263.5,0.183
2447264.5,0.182
2447266.5,0.1861
2447269.5,0.1852
2447270.5,0.1825
2447271.5,0.1808
2447272.5,0.1784
2447274.5,0.1763
2447275.5,0.1774
2447276.5,0.1769
2447277.5,0.1778
2447278.5,0.179
2447281.5,0.1761
2447282.5,0.1767
2447283.5,0.1764
2447284.5,0.1783
2447284.5,0.1806
2447285.5,0.1778
2447285.5,0.1792
2447286.5,0.1783
2447286.5,0.1787
2447287.5,0.1785
2447287.5,0.1788
2447288.5,0.1808
2447289.5,0.1804
2447290.5,0.1818
2447291.5,0.1812
2447292.5,0.1809
2447293.5,0.1803
2447294.5,0.1792
2447295.5,0.1763
2447296.5,0.1768
2447298.5,0.1773
2447301.5,0.1753
2447302.5,0.1757
2447303.5,0.1747
2447304.5,0.181
2447306.5,0.1786
2447307.5,0.1744
2447308.5,0.1772
2447309.5,0.1748
2447310.5,0.174
2447311.5,0.1794
2447312.5,0.1809
2447313.5,0.1811
2447315.5,0.1835
2447315.5,0.1809
2447316.5,0.1801
2447318.5,0.1829
2447319.5,0.1866
2447320.5,0.1859
2447321.5,0.1871
2447322.5,0.1844
2447323.5,0.1825
2447324.5,0.1775
2447325.5,0.1762
2447330.5,0.1785
2447331.5,0.1792
2447331.5,0.179
2447332.5,0.1791
2447337.5,0.1816
2447337.5,0.1761
2447339.5,0.1839
2447341.5,0.1827
2447342.5,0.1817
2447344.5,0.1824
2447346.5,0.1836
2447354.5,0.177
2447360.5,0.1835
2447362.5,0.1835
2447364.5,0.1769
2447365.5,0.1776
2447367.5,0.1744
2447368.5,0.178
2447369.5,0.179
2447370.5,0.1793
2447376.5,0.1855
2447384.5,0.1774
2447386.5,0.1784
2447387.5,0.1804
2447388.5,0.1819
2447408.5,0.1882
2447409.5,0.1885
2447410.5,0.1888
2447411.5,0.1838
2447412.5,0.1823
2447413.5,0.1787
2447414.5,0.1791
2447415.5,0.1791
2447417.5,0.1827
2447418.5,0.1807
2447419.5,0.1813
2447420.5,0.1798
2447427.5,0.189
2447428.5,0.189
2447429.5,0.1953
2447435.5,0.1901
2447436.5,0.1901
2447438.5,0.1894
2447439.5,0.1889
2447440.5,0.184
2447441.5,0.1852
2447442.5,0.1884
2447447.5,0.1827
2447449.5,0.1826
2447450.5,0.1856
2447451.5,0.1823
2447452.5,0.185
2447453.5,0.1894
2447454.5,0.185
2447456.5,0.1863
2447460.5,0.1882
2447461.5,0.1884
2447461.5,0.1891
2447462.5,0.188
2447462.5,0.1836
2447463.5,0.1871
2447463.5,0.1847
2447464.5,0.187
2447465.5,0.187
2447465.5,0.1856
2447466.5,0.1857
2447467.5,0.1886
2447468.5,0.1873
2447470.5,0.1864
2447472.5,0.1865
2447473.5,0.1856
2447474.5,0.1845
2447477.5,0.187
2447478.5,0.1888
2447479.5,0.189
2447480.5,0.1877
2447481.5,0.1908
2447482.5,0.1905
2447483.5,0.1905
2447485.5,0.1871
2447486.5,0.1851
2447487.5,0.1831
2447488.5,0.1854
2447489.5,0.1828
2447492.5,0.183
2447493.5,0.183
2447494.5,0.1866
2447495.5,0.1864
2447498.5,0.1826
2447500.5,0.1868
2447501.5,0.1877
2447501.5,0.1839
2447504.5,0.1908
2447506.5,0.1961
2447507.5,0.1957
2447508.5,0.1986
2447509.5,0.1994
2447512.5,0.2013
2447514.5,0.1962
2447516.5,0.1987
2447517.5,0.1978
2447518.5,0.1966
2447519.5,0.1974
2447522.5,0.1947
2447523.5,0.1904
2447524.5,0.1897
2447526.5,0.1852
2447531.5,0.1884
2447540.5,0.21
2447541.5,0.1964
2447542.5,0.1947
2447543.5,0.1999
2447544.5,0.1923
2447545.5,0.1997
2447546.5,0.1977
2447547.5,0.1948
2447549.5,0.1945
2447550.5,0.1938
2447551.5,0.1977
2447552.5,0.1946
2447554.5,0.188
2447555.5,0.1887
2447556.5,0.1879
2447559.5,0.186
2447560.5,0.1849
2447561.5,0.191
2447564.5,0.1987
2447565.5,0.2005
2447566.5,0.2091
2447567.5,0.2066
2447568.5,0.2036
2447568.5,0.2105
2447569.5,0.204
2447569.5,0.2107
2447570.5,0.2104
2447575.5,0.1992
2447579.5,0.1938
2447580.5,0.1941
2447580.5,0.1943
2447581.5,0.1934
2447582.5,0.1922
2447583.5,0.1942
2447591.5,0.1907
2447592.5,0.1913
2447592.5,0.1947
2447593.5,0.1944
2447593.5,0.1968
2447594.5,0.1962
2447596.5,0.2052
2447597.5,0.1934
2447598.5,0.195
2447599.5,0.2105
2447600.5,0.2088
2447601.5,0.2075
2447602.5,0.2101
2447604.5,0.203
2447606.5,0.2038
2447607.5,0.2013
2447608.5,0.1993
2447609.5,0.1941
2447610.5,0.1911
2447611.5,0.1919
2447613.5,0.1842
2447613.5,0.1848
2447614.5,0.1847
2447614.5,0.1832
2447615.5,0.1854
2447615.5,0.1844
2447616.5,0.1861
2447616.5,0.187
2447617.5,0.1873
2447617.5,0.1875
2447618.5,0.1879
2447619.5,0.1912
2447620.5,0.1946
2447621.5,0.1926
2447622.5,0.1969
2447623.5,0.1998
2447624.5,0.1986
2447625.5,0.2008
2447626.5,0.199
2447628.5,0.1972
2447630.5,0.1952
2447631.5,0.1959
2447637.5,0.1945
2447640.5,0.186
2447641.5,0.1888
2447642.5,0.1881
2447643.5,0.1856
2447644.5,0.1874
2447645.5,0.1878
2447646.5,0.1887
2447647.5,0.1864
2447648.5,0.1911
2447649.5,0.1981
2447650.5,0.1942
2447651.5,0.196
2447652.5,0.1967
2447653.5,0.1896
2447654.5,0.2
2447654.5,0.1971
2447655.5,0.1996
2447656.5,0.2
2447666.5,0.1871
2447667.5,0.1857
2447668.5,0.1883
2447669.5,0.1869
2447671.5,0.186
2447672.5,0.1834
2447673.5,0.1832
2447677.5,0.1898
2447678.5,0.1914
2447679.5,0.1911
2447681.5,0.1969
2447682.5,0.1984
2447683.5,0.201
2447684.5,0.1993
2447685.5,0.1991
2447685.5,0.1984
2447686.5,0.201
2447686.5,0.1988
2447687.5,0.2022
2447688.5,0.2044
2447689.5,0.2072
2447690.5,0.2124
2447701.5,0.1984
2447705.5,0.1902
2447707.5,0.1975
2447708.5,0.1957
2447709.5,0.1874
2447711.5,0.1926
2447712.5,0.1932
2447719.5,0.1993
2447720.5,0.1962
2447721.5,0.1958
2447733.5,0.1879
2447741.5,0.199
2447741.5,0.199
2447743.5,0.2012
2447744.5,0.2033
2447748.5,0.1956
2447754.5,0.2007
2447755.5,0.2036
2447757.5,0.205
2447760.5,0.1913
2447762.5,0.1883
2447763.5,0.1868
2447771.5,0.1979
2447772.5,0.2019
2447772.5,0.198
2447773.5,0.2022
2447773.5,0.1986
2447774.5,0.2026
2447774.5,0.1979
2447775.5,0.2048
2447775.5,0.2028
2447776.5,0.2064
2447777.5,0.2075
2447777.5,0.2043
2447778.5,0.209
2447778.5,0.2099
2447779.5,0.2089
2447780.5,0.2106
2447781.5,0.2075
2447782.5,0.2094
2447783.5,0.2027
2447784.5,0.2004
2447785.5,0.1955
2447786.5,0.1947
2447787.5,0.189
2447789.5,0.1829
2447790.5,0.1798
2447792.5,0.1819
2447793.5,0.1795
2447794.5,0.1806
2447795.5,0.1786
2447796.5,0.1784
2447797.5,0.1818
2447798.5,0.1851
2447799.5,0.1944
2447799.5,0.1876
2447800.5,0.1905
2447801.5,0.1909
2447803.5,0.2001
2447820.5,0.1793
2447821.5,0.1852
2447822.5,0.1833
2447823.5,0.1835
2447825.5,0.1788
2447826.5,0.1879
2447827.5,0.1872
2447828.5,0.1912
2447829.5,0.1932
2447831.5,0.1957
2447832.5,0.1985
2447833.5,0.1993
2447834.5,0.1991
2447835.5,0.198
2447845.5,0.2014
2447846.5,0.1931
2447847.5,0.1923
2447848.5,0.1908
2447850.5,0.1947
2447852.5,0.1923
2447853.5,0.1939
2447854.5,0.1941
2447855.5,0.1991
2447856.5,0.1989
2447857.5,0.1983
2447860.5,0.199
2447861.5,0.1995
2447862.5,0.1971
2447863.5,0.2009
2447864.5,0.202
2447865.5,0.2023
2447866.5,0.1974
2447866.5,0.201
2447867.5,0.1984
2447867.5,0.1993
2447868.5,0.1994
2447869.5,0.1933
2447870.5,0.1922
2447872.5,0.1894
2447873.5,0.1908
2447874.5,0.1879
2447875.5,0.1894
2447883.5,0.197
2447884.5,0.1994
2447886.5,0.2058
2447887.5,0.2098
2447891.5,0.2067
2447895.5,0.1936
2447895.5,0.1941
2447896.5,0.1915
2447897.5,0.1907
2447898.5,0.1903
2447908.5,0.1908
2447911.5,0.2022
2447912.5,0.2027
2447916.5,0.204
2447917.5,0.2024
2447919.5,0.2035
2447920.5,0.2042
2447921.5,0.2008
2447925.5,0.1917
2447926.5,0.1894
2447927.5,0.1856
2447928.5,0.1835
2447929.5,0.1804
2447932.5,0.1837
2447933.5,0.1855
2447933.5,0.1846
2447938.5,0.1914
2447938.5,0.1882
2447939.5,0.1849
2447940.5,0.1882
2447941.5,0.1883
2447942.5,0.1914
2447954.5,0.1877
2447954.5,0.1874
2447955.5,0.1863
2447956.5,0.1858
2447956.5,0.1822
2447957.5,0.1854
2447957.5,0.1848
2447958.5,0.1854
2447958.5,0.1825
2447959.5,0.1853
2447961.5,0.1826
2447962.5,0.1822
2447963.5,0.1857
2447978.5,0.189
2447981.5,0.1913
2447982.5,0.1911
2447984.5,0.1874
2447985.5,0.1863
2447985.5,0.1867
2447986.5,0.1858
2447986.5,0.1875
2447987.5,0.1854
2447987.5,0.1878
2447988.5,0.1875
2447993.5,0.1873
2447994.5,0.1887
2447995.5,0.1973
2447996.5,0.2004
2447997.5,0.2007
2448000.5,0.1997
2448001.5,0.2012
2448002.5,0.2045
2448003.5,0.2053
2448004.5,0.1988
2448005.5,0.1947
2448007.5,0.1919
2448008.5,0.1933
2448009.5,0.1913
2448011.5,0.1838
2448012.5,0.1823
2448014.5,0.1809
2448015.5,0.1818
2448016.5,0.1819
2448017.5,0.1826
2448017.5,0.1825
2448018.5,0.1844
2448019.5,0.1864
2448020.5,0.189
2448022.5,0.1978
2448023.5,0.1979
2448024.5,0.1993
2448030.5,0.2039
2448031.5,0.207
2448036.5,0.1894
2448037.5,0.1895
2448037.5,0.1895
2448037.5,0.1908
2448038.5,0.1878
2448038.5,0.1878
2448039.5,0.1875
2448040.5,0.1858
2448042.5,0.1842
2448043.5,0.1843
2448052.5,0.1982
2448053.5,0.2085
2448054.5,0.2056
2448055.5,0.2039
2448056.5,0.2047
2448058.5,0.1954
2448059.5,0.1955
2448060.5,0.1944
2448061.5,0.1921
2448062.5,0.1895
2448063.5,0.1867
2448064.5,0.1892
2448065.5,0.189
2448066.5,0.1798
2448068.5,0.1823
2448069.5,0.1846
2448070.5,0.1904
2448071.5,0.1887
2448072.5,0.1945
2448073.5,0.1971
2448074.5,0.1961
2448076.5,0.203
2448078.5,0.198
2448080.5,0.1958
2448082.5,0.1924
2448083.5,0.1916
2448085.5,0.187
2448086.5,0.1918
2448087.5,0.1897
2448088.5,0.1879
2448089.5,0.1859
2448090.5,0.1865
2448093.5,0.1876
2448095.5,0.19
2448096.5,0.192
2448097.5,0.1927
2448098.5,0.195
2448099.5,0.1955
2448100.5,0.1957
2448101.5,0.1904
2448104.5,0.1902
2448105.5,0.1934
2448106.5,0.1923
2448108.5,0.1905
2448111.5,0.1878
2448112.5,0.1879
2448113.5,0.1868
2448114.5,0.1874
2448120.5,0.1878
2448121.5,0.1946
2448122.5,0.1961
2448124.5,0.2039
2448125.5,0.2036
2448126.5,0.1934
2448128.5,0.1996
2448129.5,0.1911
2448130.5,0.1954
2448131.5,0.1923
2448132.5,0.1942
2448133.5,0.1905
2448134.5,0.1908
2448135.5,0.188
2448136.5,0.1875
2448137.5,0.1855
2448138.5,0.1889
2448140.5,0.1813
2448141.5,0.1901
2448143.5,0.1913
2448143.5,0.1885
2448144.5,0.1904
2448145.5,0.1945
2448147.5,0.1928
2448151.5,0.194
2448152.5,0.1881
2448153.5,0.1893
2448154.5,0.1861
2448159.5,0.1883
2448160.5,0.1911
2448161.5,0.1853
2448162.5,0.1825
2448166.5,0.187
2448167.5,0.187
2448168.5,0.1875
2448172.5,0.1914
2448173.5,0.1898
2448174.5,0.1942
2448175.5,0.1928
2448176.5,0.1926
2448177.5,0.19
2448178.5,0.1896
2448179.5,0.1897
2448180.5,0.1891
2448181.5,0.1918
2448182.5,0.1905
2448183.5,0.1907
2448184.5,0.1891
2448199.5,0.1882
2448199.5,0.1768
2448200.5,0.1901
2448200.5,0.1824
2448202.5,0.1958
2448203.5,0.1971
2448204.5,0.1977
2448205.5,0.1965
2448206.5,0.1881
2448207.5,0.186
2448208.5,0.1878
2448209.5,0.1867
2448210.5,0.1885
2448211.5,0.1891
2448212.5,0.1903
2448213.5,0.1892
2448214.5,0.1888
2448217.5,0.1883
2448218.5,0.1835
2448219.5,0.183
2448220.5,0.1828
2448222.5,0.1825
2448223.5,0.1838
2448227.5,0.1884
2448228.5,0.1949
2448229.5,0.1985
2448235.5,0.199
2448236.5,0.1972
2448236.5,0.1979
2448237.5,0.2022
2448239.5,0.1908
2448242.5,0.1966
2448243.5,0.1894
2448243.5,0.1912
2448244.5,0.1891
2448244.5,0.192
2448245.5,0.1901
2448248.5,0.186
2448249.5,0.1852
2448252.5,0.1877
2448255.5,0.1982
2448256.5,0.1985
2448258.5,0.2039
2448259.5,0.197
2448263.5,0.1917
2448275.5,0.1879
2448278.5,0.1947
2448279.5,0.2047
2448280.5,0.199
2448281.5,0.2017
2448283.5,0.2149
2448284.5,0.2095
2448286.5,0.2096
2448287.5,0.2104
2448287.5,0.2105
2448288.5,0.2073
2448288.5,0.2087
2448289.5,0.2023
2448290.5,0.1993
2448290.5,0.199
2448291.5,0.1932
2448291.5,0.1978
2448292.5,0.1962
2448292.5,0.1969
2448300.5,0.1909
2448301.5,0.1931
2448302.5,0.1909
2448306.5,0.1972
2448307.5,0.2016
2448308.5,0.2002
2448309.5,0.2118
2448311.5,0.2089
2448312.5,0.2149
2448314.5,0.2094
2448320.5,0.1903
2448321.5,0.1941
2448322.5,0.1973
2448323.5,0.1998
2448348.5,0.1915
2448349.5,0.1926
2448350.5,0.1952
2448381.5,0.197
2448382.5,0.1963
2448384.5,0.1971
2448423.5,0.1915
2448424.5,0.1899
2448425.5,0.1902
2448430.5,0.1925
2448456.5,0.1889
2448462.5,0.2022
2448491.5,0.2098
2448502.5,0.1946
2448505.5,0.1886
2448554.5,0.192
2448555.5,0.1996
2448576.5,0.1799
2448577.5,0.1841
2448578.5,0.1845
2448603.5,0.196
2448604.5,0.1921
2448621.5,0.1973
2448622.5,0.1983
2448634.5,0.1877
2448635.5,0.1878
2448636.5,0.1884
2448637.5,0.1871
2448638.5,0.188
2448666.5,0.1927
2448695.5,0.1931
2448697.5,0.1917
2448699.5,0.1908
2448700.5,0.1914
2448715.5,0.1844
2448718.5,0.1838
